imdbId,tvdbId,tmdbId,tvmazeId
tt2257673,256880,75192,20240
tt1447661,,136172,
tt8466968,,290203,
tt0175380,231121,29846,
tt5207316,306480,65668,12198
tt1530520,,214340,
tt0207879,405492,129055,
tt4759792,310429,85876,2917
tt0241565,418070,231327,78424
tt9207738,347910,90428,
tt6464612,314563,70779,13749
tt8673042,353056,89095,32015
tt8962130,351606,85046,38086
tt0428173,405145,127256,
tt10382912,356913,90234,45298
tt8453458,357763,85549,40237
tt9337020,353902,86791,
tt15381716,409635,124578,57423
tt9741726,361266,89501,
tt10374050,365253,90271,42500
tt11330500,371440,95651,
tt8740976,371944,95665,44818
tt11100380,374105,96775,45494
tt8589702,370570,95224,44260
tt10500488,,128425,
tt0154068,338956,66296,
tt22029840,,303529,
tt16245824,412420,138618,87909
tt13138972,390313,115771,41026
tt14094206,396948,118924,53613
tt17526298,437341,230906,
tt8816822,84612,45333,
tt28547026,435175,226198,68961
tt16059262,395864,238871,59000
tt14524698,398704,125287,
tt19759234,421219,204925,62736
tt22071828,424876,210267,64151
tt17037878,429252,208487,67554
tt21908802,436910,201088,70250
tt21942560,428582,226267,63856
tt26548398,412119,257885,
tt27879215,432368,221534,
tt30058253,443607,240549,
tt37479370,465480,292609,
tt8796544,467346,234330,70844
tt21156630,444075,243041,
tt30487848,440866,242535,71913
tt32843383,443763,240778,78666
tt30974079,,286242,
tt32227360,,254502,77760
tt31592633,,248470,75197
tt28015642,434851,227660,72327
tt35718079,444647,286249,
tt31852720,448560,281436,75983
tt35599072,457603,278264,83171
tt35324821,458695,278421,82048
tt0220194,281626,126172,54920
tt35089718,458078,281009,82026
tt35629774,459609,285084,82961
tt0332865,,120871,
tt36131650,462475,286286,83848
tt33165340,453101,261203,78242
tt36838547,463246,290160,85668
tt37504687,453053,261190,85535
tt37353853,469679,294077,
tt37694034,466023,297791,86923
tt31835125,457502,278839,
tt39012462,459527,284744,84495
tt37534689,469904,297692,87378
tt37899441,465660,298498,
tt38413198,,298629,
tt38813790,474295,314669,90603
tt33702419,470698,294178,
tt35022223,,279904,83886
tt37538639,468398,295894,
tt35515227,462856,289560,82211
tt38990492,471197,260846,89190
tt39383599,476121,318188,91110
tt42203371,475150,317340,91292
tt36519603,461444,286510,84194
tt1713938,193501,34639,444
tt0211767,279579,16140,41129
tt0167643,257175,92481,55447
tt1394003,249800,213586,
tt0256628,,243165,
tt2056148,303641,101024,
tt0287264,378733,95714,
tt0309211,,217675,
tt0092385,72420,21637,43148
tt1314233,85008,247783,
tt2638000,266323,102939,15489
tt0218750,396981,93576,
tt1135859,354445,220071,
tt2332479,276009,68124,
tt0456810,392255,214414,
tt1161667,,102561,
tt0275132,346902,221801,
tt0190910,290400,104971,
tt27670432,295378,194627,
tt0192904,264012,99904,77377
tt0830443,,275914,
tt2432464,267013,61286,
tt0464768,330945,46173,
tt3514886,281624,57031,96
tt26258980,,219538,66575
tt6357262,287590,101329,26922
tt4649420,308846,66633,6891
tt5807954,,220688,
tt5766194,312461,67018,18628
tt7827376,314649,70207,25814
tt7620312,339532,82195,38653
tt4860578,404165,208756,
tt8236544,347423,79407,36188
tt9136312,350952,85751,39022
tt8761446,350938,81678,38103
tt7307218,348769,80408,37194
tt12153486,374979,98804,
tt11500782,372155,194735,
tt12485636,374464,98059,53338
tt11910134,374102,97220,45682
tt11080420,369816,94382,53670
tt11600174,376102,98735,46023
tt5640074,317144,95541,20923
tt11998854,377938,100802,46870
tt12015736,379753,101361,
tt9859028,,213541,
tt13684264,394206,197803,60508
tt11105762,,99987,
tt9545536,429971,154432,
tt11800404,,99522,
tt15007172,413520,146102,59400
tt5373564,,203000,
tt16409108,413194,152279,
tt13662312,392795,152539,52239
tt14088994,396645,153723,53247
tt16673704,415068,194497,
tt19783832,401544,197956,87700
tt17506790,415981,156389,60608
tt20833496,421530,203439,62371
tt20218952,420014,201710,62355
tt17048042,427796,216384,66309
tt24901692,427868,216667,66076
tt17500926,416028,157232,60486
tt21451756,426044,217094,63396
tt23732458,428125,216005,65684
tt29433643,432194,222374,69304
tt27229094,432797,223237,68463
tt15483276,417857,210787,61063
tt25393106,428505,209801,66044
tt28931567,,298962,83653
tt29376006,440492,236296,
tt29388212,440994,236406,72542
tt11820476,375625,97859,
tt30799082,443535,243832,74036
tt31183496,445488,243618,
tt26571301,447114,241071,75177
tt32840498,443951,243761,78050
tt18332852,429964,207484,63386
tt0453991,,114089,
tt15040002,440283,209710,71580
tt35093149,457623,278354,
tt36106875,464747,283132,86056
tt32821425,458796,280977,81404
tt7999864,,204087,62043
tt38267961,469421,285768,
tt38207646,467188,305111,88664
tt34727056,468905,301669,
tt38813953,469751,274162,87939
tt34878951,464755,296579,81253
tt32045959,471917,308972,90590
tt35335046,471902,308482,89739
tt37901120,471823,315262,
tt35677644,470476,314658,90698
tt3531156,279267,127884,
tt36686908,,286732,
tt1343010,,289044,
tt0315093,290087,15706,
tt0350413,179911,41268,
tt0211887,,201035,35130
tt0138231,171941,35614,
tt2017109,259765,41727,164
tt1463390,239321,130015,
tt1521822,281872,239903,12333
tt0320803,,290074,
tt0266114,,314053,
tt0229877,,313430,
tt0224732,,155887,
tt0088586,138611,19324,45246
tt0171990,286114,96973,
tt1160961,413824,118086,
tt4588160,328509,116531,53638
tt0149455,394383,133365,
tt3089724,279179,94861,13576
tt4353404,298084,195641,
tt0077054,338138,245928,83893
tt4511974,293094,78506,7105
tt18341610,,158637,
tt5720452,303898,156897,
tt29883471,449531,250626,
tt6632666,350401,79649,21848
tt7981562,342905,78869,36718
tt8773338,351510,81708,38274
tt5165470,277989,87729,
tt0467729,,81811,
tt7620702,337661,77962,33341
tt10333340,371754,96240,58152
tt11180882,370548,94940,44640
tt11286712,372014,95360,44965
tt10889586,415808,157392,
tt10971532,371671,95074,44629
tt8685324,363794,92875,41029
tt9325320,370009,94490,44333
tt13290612,370804,94006,44039
tt12794966,355425,95142,44275
tt0373624,,116427,
tt10405220,367180,93782,43860
tt6075088,366129,91445,42773
tt13064552,389129,110979,51684
tt11513508,376261,95968,52046
tt13925142,393813,130842,47585
tt11685912,391101,113985,45838
tt11083696,382556,98201,44036
tt10238792,386561,119148,53574
tt10639680,391612,112370,52078
tt13472752,397642,118582,51947
tt14471602,404454,155613,77539
tt14933726,,156180,
tt13600152,393609,114833,53811
tt14839616,410399,134366,57790
tt15429164,414176,137831,60127
tt15655120,411913,136921,
tt16463942,412955,153642,59538
tt17013106,405921,137040,61006
tt15452200,414942,157450,
tt16293844,412399,138467,
tt13062628,414352,155054,60852
tt7711774,342772,80997,49758
tt14178956,408963,132583,56973
tt16114460,409739,132992,59929
tt12458186,415352,129420,
tt15533416,418042,136358,63028
tt11569654,414764,113756,
tt20758104,,261939,
tt11043748,,216071,
tt22248686,432938,212130,72876
tt13062500,427464,211684,64501
tt23332780,426430,213239,64847
tt26340745,,212772,
tt18827746,418404,241099,61094
tt28495380,440335,235653,
tt28644727,440229,236044,72039
tt29429100,440595,236479,
tt31188691,429635,214993,74557
tt32629080,451305,238429,77868
tt30513835,444505,242939,74281
tt29815504,444633,240936,72511
tt21302562,430251,215311,67798
tt30310215,444811,243936,
tt28489780,451290,231751,70242
tt2008281,,99130,
tt3242776,258095,80473,89537
tt0220873,281880,212300,
tt0221738,370656,82734,75174
tt0224830,,216762,
tt0374959,,98231,
tt2219163,268628,62506,59873
tt2718220,335115,80377,
tt0189317,,201524,
tt0353087,,21587,
tt3253796,467481,62020,
tt2419116,280000,155729,
tt1075774,,21808,
tt0112150,,204138,
tt3656406,291106,79868,
tt6352828,,153713,
tt0167533,345847,262340,
tt3487356,281511,61381,57
tt3560060,281551,61811,735
tt3589872,282016,61161,3155
tt2677972,286088,62510,13296
tt4956302,301764,63843,
tt0068123,,63606,
tt0162084,,125062,
tt3904332,276469,138468,17177
tt5584648,381050,76543,48315
tt5822920,,97134,
tt7789676,,248095,
tt0439383,318894,103636,44722
tt5837108,313784,126265,51881
tt6736832,343823,205940,23330
tt7328194,331918,122958,31513
tt0399961,,253502,
tt7187044,356672,79618,30780
tt8846890,344683,101624,
tt3950230,300195,63854,4393
tt0296465,398174,63233,
tt10280034,376872,93874,
tt5262862,,126742,
tt0294102,,101939,
tt10855740,372969,96995,46589
tt10366542,377016,97863,46498
tt13556320,400126,122285,52092
tt11755606,,100165,46310
tt14241412,457320,218984,93127
tt14616078,388561,126355,63353
tt8595304,403920,126064,
tt14004398,410652,135023,75050
tt13798316,410477,202101,52482
tt15381296,410213,204373,
tt14622682,401975,135187,55012
tt14691760,411799,135794,59692
tt17221380,,214827,61664
tt19115260,401441,135840,60704
tt11761194,377593,119845,46213
tt7965440,373425,96198,45342
tt22180340,414228,136674,63218
tt15005814,,194526,60289
tt21353626,418750,197921,61517
tt21320334,422530,206268,63434
tt20880762,424095,208011,
tt19387578,423568,206594,
tt21848568,424293,208708,70104
tt16393038,413050,206385,59263
tt24059730,431084,215803,91006
tt13911962,393114,117878,52949
tt21191810,441096,237347,62815
tt18990100,424680,211598,
tt26257058,417565,194615,72697
tt15655018,409450,135422,
tt16270188,412945,120241,70224
tt0299328,384299,53834,
tt29478967,440626,237114,
tt32060767,446329,246715,
tt31529102,442667,263351,79177
tt30304954,442495,239336,75108
tt22015700,425201,210829,
tt27812633,459646,225508,
tt23051978,446005,247632,
tt28687392,459904,234097,
tt27441473,433562,262299,67964
tt31037265,440474,236536,74230
tt29804394,,246830,
tt31137266,447277,235081,
tt23055142,447579,249039,64835
tt31107003,446226,237457,75103
tt31501409,447845,281537,
tt32215550,447647,249104,75615
tt30130394,,240045,
tt32848814,453342,254021,79672
tt33621305,455161,273414,
tt35715307,458289,284185,83950
tt34935264,457515,278847,81312
tt29493821,440829,237015,71919
tt39394556,473008,311025,87170
tt39845031,472989,311844,90494
tt1201475,412167,155898,
tt0324807,,317848,
tt0064053,291229,212608,
tt0364157,333518,239735,85042
tt0170972,446951,249915,89987
tt0466511,,306782,
tt1380546,134601,208748,76947
tt1043061,81754,62731,1697
tt1587715,310477,32762,
tt2265572,260317,48925,744
tt0446245,,209053,
tt1147970,251166,122453,86338
tt0210442,420038,201778,
tt2707504,274600,61807,10472
tt0476511,257418,255883,
tt34622153,,289428,
tt2795780,357033,53071,68365
tt0124238,283582,60755,71934
tt2193404,,72967,
tt4222234,289642,155905,50630
tt5688566,298518,95657,
tt4680240,299045,63314,2682
tt8488330,299715,82348,3567
tt6276100,310364,96269,11828
tt4453218,300078,66118,16344
tt6128254,346081,80925,21765
tt10364120,,283499,
tt6659912,326095,71102,92640
tt2143456,,76528,
tt6461746,328549,71716,24715
tt7018644,332802,71885,28366
tt2644738,,59797,
tt7296480,340877,76282,49795
tt7094842,330878,114310,
tt8521196,,81306,
tt7402546,356088,78984,35077
tt32268763,370213,116291,
tt7138728,332133,73015,30466
tt9209132,355291,83297,44937
tt9814116,359606,93289,40980
tt10850932,368385,94796,42756
tt11214028,371808,95066,42433
tt0439076,,82776,
tt11194508,371856,95715,45174
tt11398870,375032,92891,45875
tt11384656,382627,96128,49584
tt7428760,366072,153936,40902
tt0171979,452230,238635,
tt4709464,,115232,
tt0184134,209791,95033,
tt0923276,,82290,
tt0309203,168071,58535,
tt2898910,,209983,
tt13063286,391372,210128,51685
tt13106334,388567,127424,39648
tt12083014,387058,120849,46039
tt13928294,397321,113623,54304
tt14182442,,120353,54335
tt14257126,399219,121066,54162
tt14352770,440252,250831,73174
tt15447894,440252,250831,73174
tt11281096,419125,96362,
tt14596630,394254,128995,56626
tt14681732,403177,126396,56176
tt21049186,410723,138663,62255
tt16970738,414290,154522,59916
tt16303820,414521,154481,59301
tt13734336,,139552,62537
tt15302054,410525,157717,57942
tt21431154,419789,197064,
tt21344706,411469,136283,65502
tt0380091,,154555,
tt14650054,424130,209032,64135
tt16418808,421070,203744,62463
tt15765450,411867,156473,58568
tt21392686,409387,194613,68455
tt14962384,427810,157965,
tt26629692,438061,228527,67096
tt14847210,439452,250941,71034
tt19410178,419560,194855,
tt8905152,362645,94015,41658
tt29259156,441572,238384,72122
tt8205650,345514,236685,30137
tt28754301,438818,233269,70790
tt16245822,,138618,
tt15131696,443456,241067,73268
tt21632986,441669,238585,63508
tt29007168,440500,238008,72219
tt30459041,443433,241609,73484
tt30098460,440981,237335,
tt32122656,437684,231462,81602
tt33246682,451005,261918,79045
tt31314751,446149,246386,74670
tt27846200,435296,227101,81235
tt28183173,434620,230822,68667
tt0385410,,116113,
tt32421513,450570,255293,77303
tt0186751,383572,156899,48552
tt7080096,,201953,
tt3884590,262730,41570,
tt6201346,267849,39037,30114
tt2269311,192631,44208,21829
tt1836475,317153,34457,12281
tt1717343,249373,39522,6228
tt0167625,267354,93711,
tt1195884,332372,39045,12331
tt0060029,299185,14603,33258
tt1203167,105721,18824,31023
tt1704014,302842,38797,37399
tt1435113,243481,297212,37690
tt1807475,,33929,
tt0341722,,33712,
tt1622780,152351,36054,33865
tt0493472,,49793,
tt2205653,255921,44957,30602
tt2294225,256900,43961,4744
tt1275472,217931,39538,15820
tt0176399,262138,213365,
tt1899486,342714,134228,
tt0100799,,155375,
tt1096980,81895,37337,10018
tt1645200,,90250,
tt2373823,,294749,
tt22020734,414830,132865,
tt2322158,269592,50558,190
tt3243098,273107,48462,15525
tt2933730,269630,50184,9106
tt3901950,284395,290457,
tt3177474,272995,94379,18290
tt3311920,375514,93201,43662
tt0320812,,313834,
tt0324829,,211221,
tt4424020,,313087,
tt4950552,295991,94586,3194
tt0270141,,35995,
tt1164828,,91484,
tt5987762,315770,67485,18632
tt6256616,318846,68815,22631
tt5759648,317339,67943,22269
tt3543082,318352,69190,24275
tt2436022,151751,137886,
tt0097103,246531,133241,50951
tt6374632,322035,69641,23249
tt6497944,327740,70146,28070
tt5749974,320183,68874,21826
tt7725756,350210,80973,37672
tt6186672,315976,71322,19644
tt12470998,346618,138039,91826
tt8183028,346262,79229,
tt0426648,424263,195337,
tt8422802,354873,87833,41328
tt10590540,370352,93394,57274
tt10423460,364468,89785,42294
tt9905656,354857,91958,
tt10340368,366701,90819,43041
tt0498752,,294306,
tt0315723,364672,91182,
tt10613170,366937,89176,43042
tt15023364,427828,133012,
tt15368922,410598,135091,
tt16274666,420445,136778,71325
tt17346230,411082,135652,60231
tt16233524,280724,146116,57270
tt13956560,413674,155795,53498
tt16296662,413107,157754,60433
tt19655892,419621,135360,72896
tt20765054,418791,197189,
tt19785014,419147,197950,61519
tt20234738,443440,203238,
tt21217736,421372,204908,63072
tt32012587,425786,208249,63629
tt0449704,,108070,
tt21975878,425721,209159,63984
tt13314510,395679,208061,55079
tt20765238,423934,155710,63452
tt26895360,437450,231049,70017
tt64325778,,228620,
tt27715627,435087,226751,68808
tt15516446,412345,138940,59103
tt27907967,436075,230318,
tt30949068,425012,209916,71163
tt29266659,434277,235619,68263
tt32021861,450518,224011,77572
tt31691316,449459,252100,76537
tt32084905,,253997,
tt33111580,,310032,
tt30068040,454361,271152,79950
tt29306091,433259,223785,
tt35486947,467865,300133,80692
tt32020831,450048,254420,77011
tt32660361,438745,293231,70801
tt1064709,82332,44474,73487
tt37536038,465606,296157,85820
tt33310356,474945,271864,
tt38450487,468583,301701,87469
tt22871950,449143,228851,80661
tt37394767,468757,294188,88256
tt38876090,471709,293550,89756
tt41337266,476239,297454,91349
tt10763926,369039,94347,50555
tt14344360,400879,124887,56583
tt27802361,435043,219236,66760
tt8339384,360830,87484,
tt12681586,,217272,69305
tt24069848,428066,215866,65577
tt10073114,359679,87969,
tt39029438,470888,306600,
tt35889803,471532,306114,89054
tt3994956,269534,87016,36704
tt16721212,259767,109775,
tt2483728,256444,45020,15925
tt0313060,119861,62274,70016
tt1976263,250521,68350,19475
tt0115382,261559,65373,
tt1178523,218321,74212,
tt0434701,337205,69251,
tt1710571,,43475,
tt0202728,327493,41617,
tt0172753,356237,95264,
tt1511831,326227,41787,
tt4102318,,90908,31007
tt1853840,211151,37570,23703
tt1829880,253820,43321,10581
tt0070986,206231,29517,10994
tt0954398,79367,9461,45866
tt2200766,261033,45959,62647
tt2195872,263317,55658,12366
tt0459702,104321,78035,
tt11404968,294364,96199,
tt6619594,251509,112080,
tt7013698,299026,90596,6941
tt2758692,267736,46875,4404
tt1500556,264621,98917,
tt0435988,472431,114161,
tt1483840,320092,111617,
tt1095448,279686,47875,
tt0271289,309405,304657,57001
tt5266350,434141,316358,45068
tt2061562,403588,47856,
tt3018048,279593,88435,
tt0324728,,317532,
tt3342990,276586,75785,18544
tt3283828,280255,87296,
tt3955730,285348,76144,
tt12888246,277242,89807,
tt4116480,341654,91837,71109
tt3209518,271434,76725,19204
tt5098926,301143,69693,4370
tt5511512,311969,69320,3104
tt5221612,311057,70678,16870
tt7636600,330103,285985,
tt6461706,328639,70719,19771
tt5612192,309339,69340,15230
tt6483832,328569,74016,19809
tt5932548,333644,70484,19685
tt6272384,329180,72013,29732
tt6433844,325169,71624,36591
tt6112414,331553,72739,30403
tt6971054,329649,72432,16314
tt6830318,327472,71366,27512
tt6343514,339820,102769,51904
tt7514476,331721,72922,30736
tt5699258,337235,94933,67718
tt0417364,398526,86265,
tt9859616,345224,87133,41326
tt7332280,329171,72681,
tt11156508,331870,86857,41071
tt7319038,353569,85647,30871
tt4131818,359477,86799,27379
tt8422396,328976,90219,28251
tt8610916,357409,85328,41105
tt7762780,357859,85628,44723
tt10028556,358166,86473,74172
tt9829586,357829,87022,40396
tt9584024,358682,86169,47168
tt7679878,287313,85532,69617
tt5771332,326243,70274,38163
tt2077202,266812,72995,
tt10855046,,93666,68294
tt7881666,347225,85522,
tt12824922,376752,106871,49490
tt3390122,,94362,
tt11615234,383603,103050,45854
tt13017078,,108924,
tt22297578,422252,158345,65657
tt29768087,440973,237333,
tt31956656,,246244,
tt29902246,453376,238347,79098
tt28222635,444857,243924,
tt39028237,463969,248334,88361
tt33101555,456665,273972,83421
tt30428143,443383,241501,73425
tt33085825,,277461,
tt37266905,452697,278331,84119
tt31173368,445748,242010,
tt29539341,440971,237348,
tt31614143,454159,270596,79407
tt37025512,465232,294972,85643
tt38069208,468851,304775,
tt33483912,467706,299881,
tt32229676,466127,328715,
tt34748957,,278203,
tt31019576,464417,292972,
tt11290750,374454,97948,46868
tt1492018,225141,128778,24478
tt3783250,318082,127040,
tt3052852,249967,40016,15587
tt1830491,254245,35279,2882
tt1534360,126121,32519,8448
tt0344684,83387,72583,
tt0090472,106841,40997,82022
tt2733534,,33507,
tt0446224,277146,51051,9131
tt0115214,261757,36857,
tt0168298,,199374,
tt0217955,,72079,74991
tt0167644,85167,64581,23251
tt0045385,440123,19449,
tt0978546,99881,91500,37484
tt1939256,250252,72158,16580
tt1063021,112981,92780,32418
tt3802642,328428,90554,
tt1768757,189631,33484,
tt0464774,,32914,
tt0212831,74811,29016,58234
tt1782017,202801,34547,4786
tt0324815,,319292,
tt0222536,,313837,
tt0048868,,34507,59996
tt0327318,,318314,
tt0222598,,314884,
tt1162451,325480,49876,
tt1889883,340760,69504,
tt3547168,244971,31891,15363
tt6280258,260308,46575,28416
tt0090483,409722,26960,73991
tt0855640,294460,32242,
tt0297625,279120,32970,26559
tt1359172,85232,17496,21274
tt2677714,268630,49854,26689
tt0209639,,322564,
tt3103206,274585,65166,30618
tt6286686,282615,69438,31475
tt0850646,105021,48061,16743
tt2276257,260141,46248,
tt2759662,268766,71597,37316
tt1532448,217331,69995,7319
tt1505281,131991,69713,
tt0440982,82612,26709,11760
tt0292815,153991,20122,
tt27486160,282744,75129,
tt3064300,275537,256688,
tt4662998,275303,74523,
tt0290965,300393,35227,
tt0390749,,325456,
tt2839082,269007,64856,
tt0444586,265376,326351,64154
tt5321476,299884,64034,3175
tt4364202,296654,64481,3032
tt0245613,,316336,
tt2860162,,32187,
tt5347176,308188,65714,12914
tt4698826,309156,66232,7021
tt4087972,305561,66884,
tt5592230,311903,68018,17162
tt5527070,307888,68873,
tt5651762,,69997,
tt7183036,405264,70932,
tt5331002,,65697,
tt6283378,327601,71419,
tt5884792,327359,71308,19236
tt6889072,327487,71871,26154
tt7424250,343648,65595,35121
tt6839538,327324,72670,33419
tt6003754,282379,65694,
tt6486762,414734,72710,34364
tt5520732,309066,65693,19444
tt9738978,,86820,
tt9768634,395610,88748,
tt10483610,371740,95638,53111
tt9415990,369445,95549,52436
tt10719524,369825,97758,43414
tt10312958,363609,89169,51735
tt11269640,372362,95640,45064
tt9454736,374093,88110,40115
tt0499301,,325898,
tt2297520,256986,64044,10279
tt14328800,303648,71750,36885
tt3300610,,158611,
tt0281446,,37528,
tt32270329,428475,216399,76068
tt21636214,424724,218419,65683
tt26899345,433640,218692,
tt8273006,353535,88478,38728
tt34254509,456191,272361,
tt28076195,454056,228672,
tt33338105,458389,280860,81826
tt15826764,,194667,
tt31909033,460233,250178,83389
tt32150413,464296,252135,76219
tt21629914,424210,209650,
tt32082949,448859,251604,76024
tt2520352,265966,86700,83722
tt2492484,259515,45073,34592
tt0110272,270123,41427,78700
tt0474512,,206493,
tt0177430,335844,79644,
tt1483069,93821,90329,92672
tt0276703,355321,123281,
tt0243054,470554,313226,
tt0166915,,107362,
tt0090494,308328,29849,
tt11859168,425405,76085,
tt5249590,255436,110292,
tt1800136,,207113,
tt0341162,168281,319972,
tt3109652,341574,131562,
tt1058595,82666,103661,
tt0466520,,245089,
tt0396348,,201070,93151
tt5699282,277688,158949,
tt33054502,473952,87801,
tt0397209,,319149,
tt3341732,282834,130326,
tt2247251,,257516,
tt12453006,,246930,
tt4539506,293339,82534,19908
tt5680206,,124509,
tt4250064,270594,85771,11657
tt3248160,285788,303920,
tt6381846,305529,126780,11276
tt0168365,358849,306311,84358
tt0085068,445889,245086,
tt4940366,315895,67779,
tt6536562,324695,70788,29922
tt6097180,325181,70614,
tt6664638,330897,72380,26011
tt7115994,,220256,
tt6474174,328593,71725,24780
tt6342228,317951,68095,26834
tt0268076,272611,101414,
tt7145804,401653,313945,
tt6912356,330784,72603,35240
tt6294706,336602,72071,24371
tt6974332,318745,130486,
tt8141458,354471,84229,34260
tt6635810,338955,77081,28468
tt7772602,347645,85727,34650
tt7598448,344141,76887,33273
tt7573264,336665,74575,33133
tt9055008,363955,86848,40357
tt9581768,368012,97083,45419
tt9118930,354271,83074,39236
tt7011370,343173,87058,34878
tt11696298,376331,100912,57742
tt11803140,377098,99463,46580
tt13860124,378134,100998,46578
tt8612956,381010,104995,
tt7929954,341872,76988,34611
tt15554618,398287,123098,60449
tt14596714,398289,130655,56763
tt15037012,405998,128926,56465
tt11761176,377332,124394,46211
tt15452616,402940,128567,
tt14163838,405627,128115,55854
tt2143073,,68841,
tt15079418,404100,130209,56548
tt14597228,401480,123901,54851
tt24177252,,216498,
tt20869432,420985,203554,62425
tt22325164,429624,212907,82594
tt15463246,410384,219432,62685
tt14827134,404629,129953,56664
tt28693459,436934,236209,
tt6289564,317569,70094,
tt22015296,428497,207890,
tt28765107,451494,260493,
tt19389596,394796,123831,53519
tt29475389,440827,237022,
tt28102595,451844,258427,
tt29266252,444097,235565,71431
tt17009060,414620,127555,90285
tt29703514,441581,238486,72338
tt32740263,451624,240464,
tt32729607,451841,257669,
tt30790577,452858,260497,78806
tt33998387,456492,273851,83423
tt15943282,452868,229459,78913
tt30291387,452036,258742,78300
tt12809802,386210,127366,49424
tt7594580,343548,84828,51610
tt33995190,461293,270611,
tt31522591,466079,242907,87463
tt38828946,466353,303143,90692
tt28754335,441218,234561,72756
tt13363220,465931,209962,55996
tt6484074,421561,204554,62657
tt40588829,471498,320315,92804
tt32125946,475233,313721,91107
tt31961490,440094,238273,72291
tt0149461,292185,95544,80106
tt6085558,112411,91288,
tt0198055,267250,77277,
tt0174599,248237,96185,49877
tt0329859,367945,91084,
tt0375291,,203078,
tt2238348,90651,56578,9764
tt3785756,269347,46715,4622
tt10048802,396286,94268,
tt28213160,,221503,
tt2435984,261715,47790,9598
tt9040308,,95512,
tt0208619,449606,227077,
tt0138260,360463,46118,
tt1016746,259311,91129,
tt9355418,,200909,
tt6352840,274320,98071,
tt3216834,,92452,
tt5124680,278857,67615,17689
tt4003340,439817,221698,
tt2126994,314198,156183,
tt3596174,284114,61852,594
tt4906644,,221507,
tt4211288,287973,65157,
tt3206516,325377,70695,13628
tt2493352,264603,55615,24412
tt10546044,365694,90867,
tt4144890,294882,64673,2186
tt4175634,292501,62192,3406
tt4465368,295681,63328,2475
tt5235950,315008,67059,
tt4938700,322434,66620,2780
tt5809140,309853,66744,17028
tt5797194,310677,66330,14842
tt3005858,464529,279915,
tt6176812,316412,68324,20843
tt6035850,316530,74222,20264
tt5943890,316021,67754,20684
tt5877442,314607,157083,19024
tt3607806,288071,223703,
tt5990096,330415,72544,19681
tt8921496,,204503,
tt5881406,321979,71129,24923
tt7388652,321411,79294,31838
tt13588566,376134,98928,46124
tt8969998,350764,82412,38733
tt8111088,361753,82856,38963
tt0186766,142851,62880,
tt9011124,353116,99671,46183
tt7718110,366172,86588,33588
tt10474124,364989,90407,42689
tt9863724,360409,87405,40392
tt8873996,354265,89498,39228
tt10282734,364194,88964,
tt10656392,368108,92911,43565
tt9407874,,156673,83825
tt0286376,363576,204299,25152
tt10417836,367632,91814,42366
tt9179640,368475,93476,43481
tt9293534,362022,88034,43703
tt8901422,363798,89199,
tt12391744,417018,158168,63279
tt8466564,393199,92830,52260
tt13779362,402307,138218,
tt12379170,414542,155545,59930
tt14558054,402031,155773,55024
tt19848464,408784,194820,61271
tt17005898,,156501,60008
tt20723826,416548,138251,61812
tt20833440,419804,195745,61927
tt19759788,420403,201424,
tt3512088,278345,64031,20489
tt16450488,402960,158540,59948
tt28642796,424829,202783,73921
tt20234568,423418,200709,64033
tt14400760,398542,156268,60101
tt27826248,428251,228965,68138
tt25404536,428421,216405,66066
tt27830205,438082,262128,
tt22696582,434708,218994,68872
tt28106779,437311,230483,70423
tt16347416,412887,139376,
tt17155604,414246,154404,58359
tt21307076,456354,221261,
tt9740434,357595,93573,
tt27843828,441786,227042,68877
tt0063890,,54874,
tt37048440,464096,276413,91454
tt33265715,,270775,79769
tt31227639,455006,274555,80600
tt30026059,457466,276129,82980
tt35256596,458447,280962,82917
tt36322923,461822,282229,83592
tt34877015,457722,278639,76977
tt35826715,460392,284736,82705
tt35511175,459262,282727,
tt31591912,463043,282197,84356
tt23148340,426669,213562,64960
tt34919837,457143,278142,
tt29722946,441641,238310,72192
tt0216458,270763,99833,44346
tt2073261,252528,136290,
tt1705084,116491,68050,11734
tt0190188,435676,95499,
tt1508998,438491,120785,
tt0488260,,21531,
tt0320065,,310519,
tt1623187,202281,113536,73466
tt0210434,,137214,
tt0480783,91771,223838,
tt0324724,,315801,
tt5831366,349488,224305,
tt0959790,,300633,
tt0475916,,209057,
tt0375392,,223214,
tt1308090,414433,216358,
tt1090280,80328,68007,22896
tt0211805,,310246,
tt0196270,350896,68949,74626
tt0202770,406618,220786,
tt0074039,264005,86484,
tt3408880,276335,80601,37212
tt7948096,,131373,
tt3686200,297090,133928,3581
tt3716466,293789,84895,
tt4175734,304820,93579,
tt4295280,301888,86198,77739
tt4507478,292009,62148,17548
tt3390674,276729,212340,
tt4381352,291364,63731,16931
tt4439928,292122,62047,3062
tt5254260,305406,65138,57382
tt5473006,311715,66517,29490
tt5989104,343278,72522,54750
tt5571524,316955,67716,11910
tt0331750,,311083,
tt8447606,335727,80398,42883
tt7383784,347081,93248,
tt7414406,348200,82428,34653
tt11151836,398439,133665,
tt8115460,358641,85950,36754
tt8793992,351515,93663,
tt6821044,358970,80443,28189
tt6970690,346818,82533,42638
tt8685446,356931,85418,39951
tt8005626,365914,94245,53274
tt9728568,356277,85011,41180
tt6786518,327720,83990,53454
tt9184970,368870,92150,39950
tt10262752,364952,91913,43160
tt9644058,360182,94853,44273
